"","ID","Date_Time","Latitude","Longitude","BirdId","trip_id","Date","Time","DateTime","nestLoc_lat","nestLoc_lon","tripID","X","Y","Returns","StartsOut","ColDist","dataGroup.Longitude","dataGroup.Latitude"
"99","280136_1",2019-01-02 22:59:47,13.6110873791699,-24.8165043495943,"280136","280136_1",2019-01-02,"22:59:47",2019-01-02 22:59:47,14.970429,-24.638775,"280136_1_01",-24.8165043495943,13.6110873791699,"Yes","",151616.804313616,-24.8165043495943,13.6110873791699
"100","280136_1",2019-01-03 00:59:47,13.7252592315197,-24.6394150287717,"280136","280136_1",2019-01-03,"00:59:47",2019-01-03 00:59:47,14.970429,-24.638775,"280136_1_01",-24.6394150287717,13.7252592315197,"Yes","",137767.869875177,-24.6394150287717,13.7252592315197
"101","280136_1",2019-01-03 02:59:47,13.7870088718009,-24.5103463898034,"280136","280136_1",2019-01-03,"02:59:47",2019-01-03 02:59:47,14.970429,-24.638775,"280136_1_01",-24.5103463898034,13.7870088718009,"Yes","",131666.677985311,-24.5103463898034,13.7870088718009
"102","280136_1",2019-01-03 12:59:42,13.9611665832264,-24.9082664712891,"280136","280136_1",2019-01-03,"12:59:42",2019-01-03 12:59:42,14.970429,-24.638775,"280136_1_01",-24.9082664712891,13.9611665832264,"Yes","",115385.43941097,-24.9082664712891,13.9611665832264
"103","280136_1",2019-01-03 14:59:42,14.1394716137605,-25.0585325661742,"280136","280136_1",2019-01-03,"14:59:42",2019-01-03 14:59:42,14.970429,-24.638775,"280136_1_01",-25.0585325661742,14.1394716137605,"Yes","",102466.098184084,-25.0585325661742,14.1394716137605
"104","280136_1",2019-01-03 16:59:42,14.3043604966677,-25.2191054648289,"280136","280136_1",2019-01-03,"16:59:42",2019-01-03 16:59:42,14.970429,-24.638775,"280136_1_01",-25.2191054648289,14.3043604966677,"Yes","",96642.0045491787,-25.2191054648289,14.3043604966677
"105","280136_1",2019-01-03 18:59:42,14.5643989438979,-25.4303963237471,"280136","280136_1",2019-01-03,"18:59:42",2019-01-03 18:59:42,14.970429,-24.638775,"280136_1_01",-25.4303963237471,14.5643989438979,"Yes","",96345.4854400441,-25.4303963237471,14.5643989438979
"106","280136_1",2019-01-03 20:59:42,14.8173234384944,-25.6375596225893,"280136","280136_1",2019-01-03,"20:59:42",2019-01-03 20:59:42,14.970429,-24.638775,"280136_1_01",-25.6375596225893,14.8173234384944,"Yes","",108799.392305258,-25.6375596225893,14.8173234384944
"107","280136_1",2019-01-03 22:59:42,14.9756731152699,-25.8886775069292,"280136","280136_1",2019-01-03,"22:59:42",2019-01-03 22:59:42,14.970429,-24.638775,"280136_1_01",-25.8886775069292,14.9756731152699,"Yes","",134445.561068717,-25.8886775069292,14.9756731152699
"108","280136_1",2019-01-04 00:59:42,14.9698774259822,-26.052122641375,"280136","280136_1",2019-01-04,"00:59:42",2019-01-04 00:59:42,14.970429,-24.638775,"280136_1_01",-26.052122641375,14.9698774259822,"Yes","",152027.094352399,-26.052122641375,14.9698774259822
"109","280136_1",2019-01-04 02:59:42,15.0487060391829,-26.1301201803834,"280136","280136_1",2019-01-04,"02:59:42",2019-01-04 02:59:42,14.970429,-24.638775,"280136_1_01",-26.1301201803834,15.0487060391829,"Yes","",160621.179290913,-26.1301201803834,15.0487060391829
"110","280136_1",2019-01-04 04:59:42,14.9887623416226,-26.1299610234888,"280136","280136_1",2019-01-04,"04:59:42",2019-01-04 04:59:42,14.970429,-24.638775,"280136_1_01",-26.1299610234888,14.9887623416226,"Yes","",160405.555288654,-26.1299610234888,14.9887623416226
"111","280136_1",2019-01-04 06:59:42,15.1650295115243,-26.2626095723079,"280136","280136_1",2019-01-04,"06:59:42",2019-01-04 06:59:42,14.970429,-24.638775,"280136_1_01",-26.2626095723079,15.1650295115243,"Yes","",175911.408224672,-26.2626095723079,15.1650295115243
"112","280136_1",2019-01-04 08:59:42,15.2194030526041,-26.314477627242,"280136","280136_1",2019-01-04,"08:59:42",2019-01-04 08:59:42,14.970429,-24.638775,"280136_1_01",-26.314477627242,15.2194030526041,"Yes","",182236.563944892,-26.314477627242,15.2194030526041
