"","tracking_event","Date_Time","Latitude","Longitude","BirdId","trip_id"
"289","280187_1",2019-05-10 17:30:06,13.6549104236356,-23.780857371952,"280187","280187_1"
"290","280187_1",2019-05-10 19:30:06,13.9055483945895,-23.9841295340359,"280187","280187_1"
"291","280187_1",2019-05-10 21:30:06,14.3057738993752,-23.9778787684691,"280187","280187_1"
"292","280187_1",2019-05-10 23:30:06,14.5918705860207,-23.8492897071773,"280187","280187_1"
"293","280187_1",2019-05-11 01:30:06,14.5709988598979,-24.2441212797967,"280187","280187_1"
"294","280187_1",2019-05-11 03:30:06,14.5281706426476,-24.3927859181483,"280187","280187_1"
"295","280187_1",2019-05-11 05:30:06,14.4579258249698,-24.3389245275501,"280187","280187_1"
"296","280187_1",2019-05-11 07:30:06,14.3547196768557,-24.126541005393,"280187","280187_1"
"297","280187_1",2019-05-11 09:30:06,14.2129873862884,-23.7996148211833,"280187","280187_1"
"298","280187_1",2019-05-11 11:30:06,14.0846066668042,-23.5159697727251,"280187","280187_1"
"299","280187_1",2019-05-11 13:30:06,14.029605274555,-23.4613831535359,"280187","280187_1"
"300","280187_1",2019-05-11 15:30:06,13.8716579006547,-23.2053611254595,"280187","280187_1"
"301","280187_1",2019-05-11 17:30:06,13.8088453235859,-23.1131052962547,"280187","280187_1"
"302","280187_1",2019-05-11 19:30:06,13.8029132589191,-23.1361915103512,"280187","280187_1"
"303","280187_1",2019-05-11 21:30:06,13.8154167913765,-23.2259895805136,"280187","280187_1"
"304","280187_1",2019-05-11 23:30:06,13.8079211326443,-23.3338870577164,"280187","280187_1"
"305","280187_1",2019-05-12 01:30:06,13.779165993932,-23.3178268602428,"280187","280187_1"
"306","280187_1",2019-05-12 03:30:06,13.7380701771793,-23.2012746876279,"280187","280187_1"
"307","280187_1",2019-05-12 05:30:06,13.6935775397814,-23.0078685954971,"280187","280187_1"
"308","280187_1",2019-05-12 07:30:06,13.6546306250076,-22.7612269838785,"280187","280187_1"
"309","280187_1",2019-05-12 09:30:06,13.6526739000105,-22.6982981154178,"280187","280187_1"
"310","280187_1",2019-05-12 11:30:06,13.6576069477645,-22.7180387760719,"280187","280187_1"
"311","280187_1",2019-05-12 13:30:06,13.6392466539824,-22.7189865998888,"280187","280187_1"
"312","280187_1",2019-05-12 15:30:06,13.6341781013817,-22.7751295773893,"280187","280187_1"
"313","280187_1",2019-05-12 17:30:06,13.6967988974196,-22.9506548446474,"280187","280187_1"
"314","280187_1",2019-05-12 19:30:06,13.7472637852777,-23.1103622458707,"280187","280187_1"
"315","280187_1",2019-05-12 21:30:06,13.7699150037515,-23.1941987639282,"280187","280187_1"
"316","280187_1",2019-05-12 23:30:06,13.749130565316,-23.1421559719074,"280187","280187_1"
"317","280187_1",2019-05-13 01:30:06,13.6692822799753,-22.8942942865018,"280187","280187_1"
"318","280187_1",2019-05-13 03:30:06,13.6696807575245,-22.8924969342123,"280187","280187_1"
"319","280187_1",2019-05-13 05:30:06,13.6685486211399,-22.9007074401038,"280187","280187_1"
"320","280187_1",2019-05-13 07:30:06,13.7074203962006,-22.8894222150677,"280187","280187_1"
"321","280187_1",2019-05-13 09:30:06,13.7040369060056,-23.0974583515591,"280187","280187_1"
"322","280187_1",2019-05-13 11:30:06,13.6736568861001,-23.3041582016586,"280187","280187_1"
"323","280187_1",2019-05-13 13:30:06,13.6673384776579,-23.3867071180146,"280187","280187_1"
"324","280187_1",2019-05-13 15:30:06,13.7388225753099,-23.6865780766987,"280187","280187_1"
"325","280187_1",2019-05-13 17:30:06,13.8856434403365,-23.9666694673807,"280187","280187_1"
"326","280187_1",2019-05-13 19:30:06,14.1051051304583,-23.9893274070154,"280187","280187_1"
"327","280187_1",2019-05-13 21:30:06,14.1776847181636,-24.3448414294728,"280187","280187_1"
"328","280187_1",2019-05-13 23:30:06,14.3951179929155,-24.5139167590852,"280187","280187_1"
"329","280187_1",2019-05-14 01:30:06,14.6580230294225,-24.4770564910543,"280187","280187_1"
"330","280187_1",2019-05-14 03:30:06,14.7929284536616,-24.7011624040441,"280187","280187_1"
"331","280187_1",2019-05-14 05:30:06,14.8292328238402,-24.6181320889891,"280187","280187_1"
"332","280187_1",2019-05-14 07:30:06,15.0468991124664,-25.0973966401966,"280187","280187_1"
"333","280187_1",2019-05-14 09:30:06,15.1159656734708,-25.2968492519399,"280187","280187_1"
"334","280187_1",2019-05-14 11:30:06,15.2497271859594,-25.6036040764834,"280187","280187_1"
"335","280187_1",2019-05-14 13:30:06,15.2082808369471,-25.6036780559515,"280187","280187_1"
"336","280187_1",2019-05-14 15:30:06,15.2692085605669,-25.6978480377661,"280187","280187_1"
"337","280187_1",2019-05-14 17:30:06,15.2842656283405,-25.7057926099874,"280187","280187_1"
"338","280187_1",2019-05-14 19:30:06,15.1047728211397,-25.4467150804625,"280187","280187_1"
"339","280187_1",2019-05-14 21:30:06,14.8929371394364,-25.1152611860673,"280187","280187_1"
"340","280187_1",2019-05-14 23:30:06,14.8276351988884,-24.8354692174963,"280187","280187_1"
"341","280187_1",2019-05-15 01:30:06,14.9446118015331,-24.6771109185021,"280187","280187_1"
"342","280187_1",2019-05-15 03:30:06,14.7750125891362,-24.5171623312593,"280187","280187_1"
"343","280187_1",2019-05-15 05:30:06,14.5903403531423,-24.2908612475844,"280187","280187_1"
"344","280187_1",2019-05-15 07:30:06,14.2965991286983,-23.9501786455527,"280187","280187_1"
"345","280187_1",2019-05-15 09:30:06,14.1391732825801,-23.5946058991375,"280187","280187_1"
"346","280187_1",2019-05-15 11:30:06,13.9826414121149,-23.3180702597133,"280187","280187_1"
"347","280187_1",2019-05-15 13:30:06,13.9467229228887,-23.2458101682633,"280187","280187_1"
"348","280187_1",2019-05-15 15:30:06,13.7843688006742,-22.9412194958405,"280187","280187_1"
"349","280187_1",2019-05-15 17:30:06,13.7423171301674,-22.9397158713121,"280187","280187_1"
"350","280187_1",2019-05-15 19:30:06,13.72809054019,-22.9839981166742,"280187","280187_1"
"351","280187_1",2019-05-15 21:30:06,13.7091058469671,-22.9203881867721,"280187","280187_1"
"352","280187_1",2019-05-15 23:30:06,13.6527729647789,-22.5953070930965,"280187","280187_1"
"353","280187_1",2019-05-16 01:30:06,13.6125394325544,-22.2622982502211,"280187","280187_1"
"354","280187_1",2019-05-16 03:30:06,13.7020244065659,-22.3182002184309,"280187","280187_1"
"355","280187_1",2019-05-16 05:30:06,13.7004148762897,-22.2562969323268,"280187","280187_1"
"356","280187_1",2019-05-16 07:30:06,13.7012352763482,-22.1611122037969,"280187","280187_1"
"357","280187_1",2019-05-16 09:30:06,13.7565398795479,-22.2858369055557,"280187","280187_1"
