"","tracking_event","Date_Time","Latitude","Longitude","BirdId","trip_id"
"260","280139_1",2018-12-18 00:59:47,13.6009641510221,-24.7992517794117,"280139","280139_1"
"261","280139_1",2018-12-18 02:59:47,13.5895461602869,-24.803567784735,"280139","280139_1"
"262","280139_1",2018-12-18 04:59:47,13.5950804608077,-24.8058823575651,"280139","280139_1"
"263","280187_1",2019-05-08 13:30:06,13.252333,-23.301907,"280187","280187_1"
"264","280187_1",2019-05-08 15:30:06,13.3936361826415,-23.6746601040796,"280187","280187_1"
"265","280187_1",2019-05-08 17:30:06,13.4888383905521,-23.899733369264,"280187","280187_1"
"266","280187_1",2019-05-08 19:30:06,13.5103445015137,-23.8448598166989,"280187","280187_1"
"267","280187_1",2019-05-08 21:30:06,13.4129565353083,-23.6427840694604,"280187","280187_1"
"268","280187_1",2019-05-08 23:30:06,13.2139616565131,-23.1792493892099,"280187","280187_1"
"269","280187_1",2019-05-09 01:30:06,13.0624020565638,-22.8569967513334,"280187","280187_1"
"270","280187_1",2019-05-09 03:30:06,12.9715444906287,-22.6133671864347,"280187","280187_1"
"271","280187_1",2019-05-09 05:30:06,12.9514730999445,-22.5005261573362,"280187","280187_1"
"272","280187_1",2019-05-09 07:30:06,13.0122015647797,-22.5706332594774,"280187","280187_1"
"273","280187_1",2019-05-09 09:30:06,13.1636569661167,-22.8758336023155,"280187","280187_1"
"274","280187_1",2019-05-09 11:30:06,13.3042154815863,-23.1104294206579,"280187","280187_1"
"275","280187_1",2019-05-09 13:30:06,13.4092874126436,-23.3305534274331,"280187","280187_1"
"276","280187_1",2019-05-09 15:30:06,13.5059445778728,-23.5588152967537,"280187","280187_1"
"277","280187_1",2019-05-09 17:30:06,13.5495789431486,-23.6560315026345,"280187","280187_1"
"278","280187_1",2019-05-09 19:30:06,13.6004919355544,-23.8021147070498,"280187","280187_1"
"279","280187_1",2019-05-09 21:30:06,13.7008820421797,-23.7873650589806,"280187","280187_1"
"280","280187_1",2019-05-09 23:30:06,13.6115914232063,-23.6310487128991,"280187","280187_1"
"281","280187_1",2019-05-10 01:30:06,13.581191219168,-23.5761396226461,"280187","280187_1"
"282","280187_1",2019-05-10 03:30:06,13.5806531475099,-23.5762249778405,"280187","280187_1"
"283","280187_1",2019-05-10 05:30:06,13.5321654764114,-23.507733029642,"280187","280187_1"
"284","280187_1",2019-05-10 07:30:06,13.5051443746485,-23.469904676492,"280187","280187_1"
"285","280187_1",2019-05-10 09:30:06,13.5016923916211,-23.4745637252688,"280187","280187_1"
"286","280187_1",2019-05-10 11:30:06,13.5238748363635,-23.5334926260237,"280187","280187_1"
"287","280187_1",2019-05-10 13:30:06,13.5737471456268,-23.6584672834432,"280187","280187_1"
"288","280187_1",2019-05-10 15:30:06,13.5808459467221,-23.7066300341904,"280187","280187_1"
