"","tracking_event","Date_Time","Satellites","Latitude","Longitude","BirdId","trip_id"
"524","280187_1",2019-05-15 09:30:11,8,14.139064,-23.594359,"280187","280187_1"
"525","280187_1",2019-05-15 11:30:12,6,13.982511,-23.31784,"280187","280187_1"
"526","280187_1",2019-05-15 13:30:11,8,13.946698,-23.24576,"280187","280187_1"
"527","280187_1",2019-05-15 15:30:11,9,13.784256,-22.941008,"280187","280187_1"
"528","280187_1",2019-05-15 17:30:11,9,13.742288,-22.939715,"280187","280187_1"
"529","280187_1",2019-05-15 19:30:12,9,13.836094,-23.229456,"280187","280187_1"
"530","280187_1",2019-05-15 21:30:12,8,13.70909,-22.920335,"280187","280187_1"
"531","280187_1",2019-05-15 23:30:12,7,13.652726,-22.595036,"280187","280187_1"
"532","280187_1",2019-05-16 01:30:12,8,13.612506,-22.262021,"280187","280187_1"
"533","280187_1",2019-05-16 03:30:12,7,13.702099,-22.318247,"280187","280187_1"
"534","280187_1",2019-05-16 05:30:14,5,13.700413,-22.256228,"280187","280187_1"
"535","280187_1",2019-05-16 07:30:12,8,13.701236,-22.161033,"280187","280187_1"
"536","280187_1",2019-05-16 09:30:12,8,13.756586,-22.285941,"280187","280187_1"
